university,count,lat,lng,place_id,formatted_address
University of Texas Rio Grande Valley,1,26.3081983,-98.17401579999999,ChIJTYynFUuiZYYRDPE5FvAb3Cw,"1201 W University Dr, Edinburg, TX 78539, USA"
University of Texas Southwestern Medical Center,1,32.8126061,-96.84225149999999,ChIJmeWIsAScToYRCxWy-DTqYy4,"5323 Harry Hines Blvd, Dallas, TX 75390, USA"
University of Texas at Arlington,1,32.7292117,-97.11519709999999,ChIJTVbJq219ToYRarfIhLC-XGw,"701 S Nedderman Dr, Arlington, TX 76019, USA"
University of Texas at Austin,1,30.2850284,-97.7335226,ChIJt8-EJZu1RIYR3iFKF0_uMYE,"2515 Speedway, Austin, TX 78712, USA"
University of Texas at El Paso,1,31.7731979,-106.5047208,ChIJ12KA7lpY54YRvOw3ZC-V-tE,"500 W University Ave, El Paso, TX 79968, USA"
University of Texas at San Antonio,2,29.5830733,-98.61987789999999,ChIJ3X9l1n1mXIYRDCc6PJBc5SQ,"1 UTSA Circle, San Antonio, TX 78249, USA"
University of Texas at Tyler,1,32.3150044,-95.2519974,ChIJmZM_6BfNSYYR1m-VIakoq7A,"3900 University Blvd, Tyler, TX 75799, USA"
University of Toledo,2,41.6578804,-83.6142374,ChIJn6btdMp4PIgRdbWVrQ87x_k,"2801 Bancroft St, Toledo, OH 43606, USA"
University of Tulsa,4,36.1520526,-95.94607529999999,ChIJM0KAdPzstocRBZORqOFl9K0,"800 S Tucker Dr, Tulsa, OK 74104, USA"
University of Utah,10,40.7649368,-111.8421021,ChIJG_NN6OpfUocRbgk63tD8lN0,"201 Presidents' Cir, Salt Lake City, UT 84112, USA"
University of Virginia,3,38.0335529,-78.5079772,ChIJ3cRJt0iGs4kRRliLzMIIUUA,"Charlottesville, VA, USA"
University of Washington,4,47.65671709999999,-122.3066181,ChIJ6zWFnZIUkFQRoyu4AXksdGs,"1410 NE Campus Pkwy, Seattle, WA 98195, USA"
University of West Georgia,1,33.575346,-85.1041219,ChIJj3iY6Xwvi4gR9xCBgyuwiYg,"1601 Maple St, Carrollton, GA 30118, USA"
University of Wisconsin,2,43.07551429999999,-89.4154526,ChIJHUh_CpWsB4gRZDpzkeBl4Mk,"500 Lincoln Dr, Madison, WI 53706, USA"
University of Wisconsin Milwaukee,2,43.078263,-87.8819686,ChIJjVDD1DIfBYgRobAZVgpkl5Q,"3203 N Downer Ave, Milwaukee, WI 53211, USA"
University of Wisconsin-Madison,1,43.07551429999999,-89.4154526,ChIJHUh_CpWsB4gRZDpzkeBl4Mk,"500 Lincoln Dr, Madison, WI 53706, USA"
University of Wisconsin-Milwaukee,1,43.078263,-87.8819686,ChIJjVDD1DIfBYgRobAZVgpkl5Q,"3203 N Downer Ave, Milwaukee, WI 53211, USA"
University of the Cumberlands,4,36.7367315,-84.1635877,ChIJU6cE7pfmXIgReaqyI0DDIWI,"6178 College Station Drive, Williamsburg, KY 40769, USA"
University of the District of Columbia,1,38.9446796,-77.06562939999999,ChIJVU_AKM_Jt4kRjiZH9N_eGiw,"4200 Connecticut Ave NW, Washington, DC 20008, USA"
Utah State University,2,41.745161,-111.8097425,ChIJ7Uuo731-VIcRHL1k1uZNQPw,"Old Main Hill, Logan, UT 84322, USA"
Valdosta State University,1,30.8491088,-83.2892073,ChIJaRTtXyBn7ogRnHzHxChmlS8,"1500 N Patterson St, Valdosta, GA 31698, USA"
Vanderbilt University,1,36.1447034,-86.8026551,ChIJR4DvpqRmZIgR1hU5F1UUUeo,"2201 West End Ave, Nashville, TN 37235, USA"
Vanderbuilt University,1,36.1447034,-86.8026551,ChIJR4DvpqRmZIgR1hU5F1UUUeo,"2201 West End Ave, Nashville, TN 37235, USA"
Villanova University,1,40.0368926,-75.3425785,ChIJDQ3h4FiVxokRTNPv3loGnqU,"800 Lancaster Ave, Villanova, PA 19085, USA"
Virginia Commonwealth University,1,37.5469205,-77.45416449999999,ChIJ_3Le1yMRsYkRyBAUiaYRWBc,"Richmond, VA 23284, USA"
Virginia Tech,4,37.22838429999999,-80.42341669999999,ChIJeZdL8BGVTYgR1ioWxRtS_ww,"Blacksburg, VA 24061, USA"
Virginia University of Lynchburg,4,37.3952224,-79.1515702,ChIJC48kNX7ZsokRPUwfADaIrcA,"2058 Garfield Ave, Lynchburg, VA 24501, USA"
Walden University,39,44.9812405,-93.2658063,ChIJi-2otpwys1IRFhENNRPWlUY,"100 Washington Square, 100 Washington Ave S Suite 1210, Minneapolis, MN 55401, USA"
Washington State University,3,46.7288927,-117.1468351,ChIJG2ipExyHn1QRTlIUZ65HEtw,"2425 Grimes Way, Pullman, WA 99164, USA"
Wayne State University,2,42.3591388,-83.06654619999999,ChIJQ9hCnbzSJIgRTl7fSYmWiLY,"42 W Warren Ave, Detroit, MI 48202, USA"
Webster University,3,38.5893479,-90.3439695,ChIJl_5ZzsnL2IcRjuMjqtcOnc0,"470 E Lockwood Ave, Webster Groves, MO 63119, USA"
West Virginia University,3,39.6480359,-79.9697147,ChIJ7dQgR3x7NYgRMNj61lX1ck0,"Morgantown, WV 26506, USA"
Western Carolina University,1,35.3090108,-83.1863612,ChIJ61tBzBQUWYgRepd-FOC9Nj4,"1 University Dr, Cullowhee, NC 28723, USA"
Western Governors University,70,40.6847421,-111.8698951,ChIJBVZvCm6KUocRoh4bYfH-h2M,"4001 S 700 E #300, Millcreek, UT 84107, USA"
Western Michigan University,1,42.2837337,-85.6102506,ChIJrScPrtt3F4gRW2PquYYXfME,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA"
Western Washington University,1,48.7342877,-122.4866102,ChIJzRXJTMqjhVQRwPK6TN4mSag,"516 High St, Bellingham, WA 98225, USA"
Westminster College,3,41.119859,-80.332286,ChIJXc0-Y9KWM4gRTFs4HH5AwZk,"319 S Market St, New Wilmington, PA 16172, USA"
Wichita State University,1,37.7190782,-97.29152599999999,ChIJSYDXm-niuocR-2Sr9ilwbx4,"1845 Fairmount St, Wichita, KS 67260, USA"
Widener University,3,39.8615555,-75.3576496,ChIJfQxuOgjoxokRAu4ODIH1-_s,"One University Pl, Chester, PA 19013, USA"
Willamette University,1,44.9352335,-123.0307101,ChIJ8-6XLxX_v1QRA-zL7K58l0E,"900 State St, Salem, OR 97301, USA"
William Carey University,2,31.3039491,-89.2923028,ChIJXTu7zqzdnIgRPYlRnoaPklc,"710 William Carey Pkwy, Hattiesburg, MS 39401, USA"
William Howard Taft Univeristy,1,39.6924639,-104.9410049,ChIJvUTDoyx8bIcR2VN_koTkg1s,"1325 S Colorado Blvd Suite B-404, Denver, CO 80222, USA"
William Howard Taft University,1,39.6924639,-104.9410049,ChIJvUTDoyx8bIcR2VN_koTkg1s,"1325 S Colorado Blvd Suite B-404, Denver, CO 80222, USA"
William Woods University,1,38.86045379999999,-91.9490745,ChIJe3rmNBRZ24cR8K7-WYSF5yc,"1 University Ave, Fulton, MO 65251, USA"
Wilmington University,2,39.6820414,-75.5864299,ChIJ1QxWSLADx4kRdXNjTz_d6d4,"320 N Dupont Hwy, New Castle, DE 19720, USA"
Yildiz Technical University,1,41.0520861,29.0106553,ChIJayli1q-3yhQRN8TakoQIjIM,"Yıldız, Barbaros Blv., 34349 Beşiktaş/İstanbul, Türkiye"
